timestamp,bitcoin,"market_cap-weighted (max_weight=0.1, min_volume=100000)","market_cap-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=1000000)","volume-weighted (max_weight=0.1, min_volume=10000000)"
1396958400000,315.210875252,59.1489172939,25.3677005432,25.3677005432,25.888994517
1397044800000,315.496042087,59.3212605558,25.3843617358,25.3843617358,25.8327579577
1397131200000,286.556961428,51.8265749199,21.9721651994,21.9721651994,22.0144269618
1397217600000,290.024068116,51.9458437617,22.5527829711,22.5527829711,22.5958897104
1397304000000,297.925684348,55.0435947784,23.6940516942,23.6940516942,23.9007693142
1397390400000,290.942914332,51.1672396137,22.1884492855,22.1884492855,22.4738137197
1397476800000,324.279080751,57.2986381035,25.5468424447,25.5468424447,26.0881053676
1397563200000,349.729403186,69.886565956,28.8598853803,28.8598853803,29.0870878495
1397649600000,361.006540295,74.5804816905,32.3895215238,32.3895215238,30.8492131937
1397736000000,343.832206528,68.7347402866,30.1314200658,30.1314200658,28.4287115534
1397822400000,337.06617605,65.7390241815,28.9959219609,28.9959219609,27.4004237877
1397908800000,346.745783793,68.5901388204,30.2786234703,30.2786234703,28.7390121953
1397995200000,352.319757031,69.2860689546,30.8439284183,30.8439284183,29.6118041588
1398081600000,349.225257117,67.8258403854,30.1743850162,30.1743850162,29.0166510713
1398168000000,346.392129467,66.317228808,29.4097590677,29.4097590677,28.4460356866
1398254400000,343.261537196,64.370343217,28.5959279773,28.5959279773,27.9422244379
1398340800000,341.887100034,63.731783151,28.6832758041,28.6832758041,27.7180109982
1398427200000,312.151444136,54.0534122588,23.9679575787,23.9679575787,22.6737710636
1398513600000,316.048270098,54.7182846097,24.2284772121,24.2284772121,23.2363747773
1398600000000,318.204334113,54.8835181212,24.461650007,24.461650007,23.5523328303
1398686400000,303.135086666,50.6250206999,22.4073985809,22.4073985809,21.2670405646
1398772800000,314.348032077,54.4467039827,23.7727042008,23.7727042008,22.8119727225
1398859200000,311.206726766,55.3330147242,24.1106302747,24.1106302747,22.3537556125
1398945600000,315.609614649,55.7536980693,24.5352306137,24.5352306137,22.9818355903
1399032000000,311.458574283,53.7620347631,23.7151246542,23.7151246542,22.3732898377
1399118400000,309.266958351,52.735047175,23.4353243075,23.4353243075,22.0573121012
1399204800000,302.378799765,51.4949936844,22.6761544057,22.6761544057,21.0636605618
1399291200000,302.954925876,51.7312570033,22.6835344524,22.6835344524,21.1438499053
1399377600000,301.148712155,52.2712170999,22.7496433513,22.7496433513,20.890976569
1399464000000,306.26499577,54.1581754266,23.2371150653,23.2371150653,21.5948572194
1399550400000,309.851146708,54.4507904504,23.6267155181,23.6267155181,22.0976409429
1399636800000,310.585246766,54.4139214382,23.7293228552,23.7293228552,22.2022246665
1399723200000,315.478285849,55.3060738965,24.2127873032,24.2127873032,22.8963303563
1399809600000,312.825964982,54.1571550001,23.7696487084,23.7696487084,22.509710177
1399896000000,306.95767456,53.2295391646,23.112972591,23.112972591,21.6571709634
1399982400000,305.756628033,53.1713634623,23.0381287983,23.0381287983,21.4873606412
1400068800000,310.244660094,55.0796961708,23.4683131271,23.4683131271,22.1135779672
1400155200000,314.367472517,55.8470296745,23.8997484998,23.8997484998,22.6974376347
1400241600000,314.557265446,55.4000849186,23.7982339712,23.7982339712,22.7248355922
1400328000000,315.476143438,55.1268638805,23.8382866033,23.8382866033,22.857408664
1400414400000,313.262416181,54.0603646165,23.5765029724,23.5765029724,22.5354924914
1400500800000,310.133919838,52.7733684395,23.2539242645,23.2539242645,22.0831138446
1400587200000,319.051897572,54.0489182342,24.0509227166,24.0509227166,23.3352075935
1400673600000,343.991124041,57.8664788583,26.1259435273,26.1259435273,26.8477199733
1400760000000,355.128444714,55.893147957,26.9519550821,26.9519550821,28.5586545737
1400846400000,374.426994738,55.5710635662,29.4602627499,29.4602627499,31.5811485399
1400932800000,362.791950151,52.9700071265,27.9161994464,27.9161994464,29.5872845095
1401019200000,395.337912626,56.8994518809,30.8743020608,30.8743020608,34.6710512832
1401105600000,405.574342217,56.7796111609,31.7340074276,31.7340074276,36.4436654497
1401192000000,393.776694918,53.522822201,30.2793003242,30.2793003242,34.2920163551
1401278400000,400.981510929,53.5630419749,30.6612528772,30.6612528772,35.535536385
1401364800000,394.46215107,49.5398414043,29.8676129894,29.8676129894,34.3705304996
1401451200000,413.241095218,54.541678986,31.3156417375,31.3156417375,37.5675393614
1401537600000,432.057659372,54.0087293256,32.9044335407,32.9044335407,40.9131437638
1401624000000,450.30448099,53.0967022332,34.4279839696,34.4279839696,44.2978822783
1401710400000,437.530213493,54.7876034405,33.5678347803,33.5678347803,41.7482542687
1401796800000,459.767726014,56.0852048608,35.4875613785,35.4875613785,45.8876484266
1401883200000,445.050458021,52.5072999281,33.748232829,33.748232829,42.9018534993
1401969600000,455.720930246,51.4590347138,34.9146510765,34.9146510765,44.9347975154
1402056000000,459.85879188,50.780337222,35.2136077447,35.2136077447,45.7471145037
1402142400000,458.160075964,50.3293111692,34.8532960763,34.8532960763,45.4085095231
1402228800000,459.313794612,51.608239939,35.0510975023,35.0510975023,45.6369135071
1402315200000,454.226616387,50.2990775588,34.6294457484,34.6294457484,44.6203607212
1402401600000,458.534763945,52.0378373523,35.022594624,35.022594624,45.4627825402
1402488000000,448.735110358,51.752887477,33.892358999,33.892358999,43.4984856549
1402574400000,444.501177952,51.3973405931,33.3920653898,33.3920653898,42.6737496708
1402660800000,428.386073983,49.9635429238,31.3687368117,31.3687368117,39.5220479682
1402747200000,406.929882386,47.8323341504,29.2760134848,29.2760134848,35.4604509206
1402833600000,395.788122605,46.2870346133,28.0273933781,28.0273933781,33.4915542542
